,0
786,"求求让我见见红色吧
真的太讨厌绿色了#美股熔断##股市##股票##基金##科技##医疗#"
787,"客人甲状腺结节3.5cm，经医生诊断后建议作半甲状腺切除手术，1.5小時手术和2日1夜的观察时间，出院费用为$97478

#香港##香港友邦##香港保险##醫療##香港医疗##香港醫院##甲状腺结节##甲狀腺# 2香港"
788,#医疗#疫情中的反思：中国医疗为何应该坚持公有制？ L医院那些点事的微博视频
789,#医疗# #健康# 北京卫视养生堂手套分污染面和干净面，一线医护专家教你如何正确穿脱手套 L生活健康的小诀窍的微博视频
790,
791,#医学科普##医疗##医患之间# 在想一个问题，相对于大型医院而言社区医院这几年到底改革了什么，明明就在老百姓家门口的医院为什么大家不愿意去或者是去了解决不了问题，平时我急诊缝的很多伤口，在我农村老家相同的伤口，我老家的村医都敢缝合。如果基层医院不能强大起来，相同的疫情再来一次，还像这次一样直接点燃一个大型医院，控制难度该有多大。 收起全文d
792,#医疗#印度没有被传染的背后：贫富分化严重，医疗不公平。不是没有而是不知道！ L医院那些点事的微博视频
793,#医疗#武汉最大方舱医院关闭！老外赞叹中国团结奉献精神！ L医院那些点事的微博视频
794,#医疗#肿瘤高级别低级别是什么意思？牢记这两点，或可花少钱，治大病 L生活健康的小诀窍的微博视频
795,
796,"#疫情财经观察#【共同抗击疫情，在线医疗显身手】新冠肺炎疫情爆发以来，为了避免不必要的交叉感染，线上医疗平台成为沟通医生与患者的桥梁。在线医疗能够为患者提供问诊、化验、取药等服务，一站式、全方位地满足患者需求。全球财经主持人Michael Wang为您带来这则财经评论。COVID-19 is prompting digital innovation in China’s healthcare industry to surge. As residents limit their movement outdoors to reduce the risk of infection, we are seeing more people turning to medical help right at their fingertips. Health tech platforms are bridging the gap between healthcare demand and supply. #全球战疫总动员##医疗# LCGTNGlobalBusiness的微博视频 收起全文d"
797,
798,【@阿里健康 汪强：互联网医院的生存现状】我们统计的样本里面，有营收的#互联网医院# 占到90%，但有超过70%的互联网医院一年的营业收入还不过500万。从盈利情况来看，截止到目前83个统计样本里面还有超过50%的互联网医院是亏损的状态。线上医院，应该是有更多的社会化力量一起参与，一起更好的把这样一个互联网#医疗# 服务做到既有公益性，又有它的盈利。这样才能让行业健康发展。 L第1眼视频的微博视频 收起全文d
799,
800,【消费需求会从口罩向其他健康领域不断拓展】本次#疫情# 暴露出的最大问题之一是#口罩# 、防护服等#医疗# 物资供给不足。当然，健康产品不仅仅是口罩，比口罩还要多的方面还有很多很多，比如消杀、康复产品、提高免疫力的产品等。今后可能是消费的需求要从单一的需求向#健康# 领域不断拓展需求进行发展，就是全生命周期的健康产业链的发展，基因研究，干细胞研究会井喷式的发展。#企业战疫共克时艰# #抗击新型肺炎我们在行动# L第1眼视频的微博视频 收起全文d
801,#医疗#脚脖子踝关节能不能换？在做置换手术前，医生建议要知道这两点常识 L生活健康的小诀窍的微博视频
802,#医疗#什么叫做轮状病毒肠炎？这个年纪的宝宝，出现这三个症状，十有八九是肠炎 L生活健康的小诀窍的微博视频
803,
804,"#我和中央空调的那些事# #美的中央空调# #医疗# #战胜疫情,新疆在行动# #近半农民工未返城复工# #新冠肺炎有可能成为大流行病# #没到摘口罩扎堆的时候# 【美的中央空调再次助力三甲医院，为医疗行业保驾护航】O网页链接在医院建筑中，中央空调的节能效果与是否起到净化作用是医疗卫生机构选择的最基本需求。在现在特殊情况下，医疗机构更是对健康空气提出了严苛的需求。基于此，美的中央空调针对医疗行业的 高效离心机+净化组合式空调机组解决方案 ，已在多个一线医院中送去健康空气。
近期，克拉玛依中心医院对空调系统进行全面升级改造，选用了美的高效双级降膜高温出水离心式冷水机组4台，高温螺杆式冷水机组1台，净化型组合式空调机组135台以及末端风机盘管几百余台，全面服务于整个医院的不同医疗区域。目前，由于疫情的影响，克拉玛依市中心医院空调系统升级改造项目时间紧、任务重，为了项目的顺利交付完成，美的中央空调在做好员工防护工作的同时，全力配合项目方的交货要求，正在密锣紧鼓安排设备的生产，以确保该项目顺利完成。@美的中央空调官方微博 收起全文d"
805,什么时候有医疗免费，就什么时候减少些人间悲催#广州身边事##医疗# L良知新闻资讯的微博视频
806,#医疗#春季养生先养肝，收好这份“养肝指南”，错过还要再等一年 L生活健康的小诀窍的微博视频
807,【医疗黑科技！小小胶布就能无针缝合伤口】伤口缝合听上去就让人隐隐作痛，而这种叫做Dermaclip的新医疗技术，能够减轻痛感和皮肤创伤，或许是缝合、外科订合器和皮肤胶的最好替代品。#医疗# L微博健康医疗咨询服务的微博视频
808,#医疗#新冠肺炎咽拭子阴性不保险，还要做一个检查，很少有人知道 L生活健康的小诀窍的微博视频
809,"健康一直是我们追求的美好愿望，日新月异的科技发展为健康设计提供了哪些新动力 5G通讯、人工智能、数字科技、互联网应用等又如何为生活中的特殊群体提供人文关怀？看看设计师们是如何用科技融入生活，助力人们的健康生活

#灵感的诞生# #健康# #医疗# O当“黑科技”融入设计，为你的健康装配名为“未来”的“守护之翼”！"
810,#医疗#肾盂癌是怎么回事儿？医生：肾盂癌不但影响肾，还会影响膀胱，一定要注意 L生活健康的小诀窍的微博视频
811,#新型冠状病毒##医疗#新生儿在医院会做的事，洗澡、护理、取足跟血vlog，看看这一天还挺忙碌的 L医院那些点事的微博视频
812,
813,【刘学：#互联网医疗#并不是单纯网络发展就能做好的事情】互联网#医疗#服务是以专业知识为支撑的服务产业，是不能完全脱离线下服务的。虽然患者的血压、心率等身体方面的数据可以通过传感器等装置获得，但通过上述物理手段获得的数据在进行医疗诊疗的过程中，起到的作用还是有限的。 O刘学：互联网医疗并不是单纯网络发展就能做好的事情 收起全文d
814,#白鹤视界##医生，我想对您说##医院##医疗##朋友圈分享# 医生职业道德问题，有什么想说的没？ L白鹤-老邓的秒拍视频
815,#医疗# #健康# #科普# #养生#发布了头条文章：《毁膝、毁腰、毁全身！10个动作骨科专家从不做，你却天天做》 O毁膝、毁腰、毁全身！10个动作骨科专家从不做，你却天天做
816,"#医疗#
上了医疗急救和保健的公选课，被骗的心甘情愿的买了一本书。蠢女人"
817,#医疗# #健康# #科普# #养生#发布了头条文章：《神奇的颈椎保健操！》 O神奇的颈椎保健操！
818,"上帝为你关上一扇门也会为你打开一扇窗 ！
你爱它，就该为之不悔的付出！
期待未来更好的自己！💪#学医真有意思doge##医疗#"
819,【过度医疗】#医疗体制改革##医疗##医疗体制##闻涛拍岸##中有一惑##视频来自微信# L中一在线的秒拍视频
820,#医疗# #健康# #科普# #养生#发布了头条文章：《年纪大了不想痴呆，煮粥、炖汤时记得放把它，还能降压助睡眠！》 O年纪大了不想痴呆，煮粥、炖汤时记得放把它，还能降压助睡眠！
821,#医疗# #健康# #科普# #养生#发布了头条文章：《枕头里撒一把，血管不堵颈椎不痛，整夜都睡得香！》 O枕头里撒一把，血管不堵颈椎不痛，整夜都睡得香！
822,#医疗# #健康# #科普# #养生#发布了头条文章：《一块钱的红霉素眼膏，功能强大到让你怀疑人生！》 O一块钱的红霉素眼膏，功能强大到让你怀疑人生！
823,
824,"#医疗##医院“乱诊”引发患者家庭矛盾# 医院不是靠宣传 不是靠推广来获得知名度，而是靠专业和为老百姓服务。现在我曝光一家医院@苏州科技城医院 该院在未取得患者和他家人的同意下 拍了一段采访视频并流出。主要为了宣传这家医院。且 这家医院只是简单的一个基础的气胸手术都失败！患者术后还感染发高烧四天！失败！还有什么脸面去发视频 宣传！现患者已转院 还要重新动手术。
呵呵 ！！医德 痛心！！
希望该院工作人员看到这条微博 可以联系媒体删除那段视频 并像患者道歉 收起全文d"
825,
826,"#白血病##医疗# @微公益 @V爱白血病专项基金 @河北红十字会 @新浪公益 请大家帮助我表妹，谢谢！谢谢，感恩！O网页链接
案例详情：我是王晓雪，今年20岁
患病情况：今年11月12日突感不适，被送往河北医科大学第二医院，确诊为急性白血病。治病已花去25万元，还差25万元，医生说要骨髓配型并移植，实在无力承担后续费用。
呼吁帮助，🙏🙏

O网页链接 收起全文d"
827,痛并快乐着。骨折了就画个石膏靴玩玩，艺术进军医疗界，哈哈哈哈哈～#骨折##插画##涂鸦##医疗##石膏#
828,分享网易直播:廊坊市严厉打击非法医疗美容专项行动O廊坊市严厉打击非法医疗美容专项行动 来自@网易新闻客户端 #网易新闻##廊坊身边事##医疗##我要上热门##廊坊# @AAAA玉树临风 @美丽廊坊 @美丽燕郊 @卫计委 @廊坊市第四人民医院 @廊坊人民论坛
829,发布了头条文章：《“天价”医疗账单，医保如何不告急？》#医疗# #医疗保险# O“天价”医疗账单，医保如何不告急？
830,这是一套关于女性美容养生的模板，可以作为美容行业或者女性产品培训课件、策划宣传、产品介绍等等，整体设计风格清新简约、高端时尚#女性##美容##护肤# #医疗# O网页链接
831,#云南# #云南公务员# #医疗# 发布了头条文章：《2018年云南玉溪元江县人民医院提前招聘22人公告》 O2018年云南玉溪元江县人民医院提前招聘22人公告
832,
833,#行业##医疗#【北青报：医院排名要解决什么问题】《2016年度中国医院排行榜》和《2016年度中国医院专科声誉排行榜》11月11日下午在上海发布，称为复旦版中国医院排行榜。全国共有100家医院进入复旦版排行榜，37个专科榜上有名；北京协和医院、四川大学华西医院和解放军总医院继续名列排行榜前三甲。中国医院排名的初心是，客观、公正地反映中国医院一流专科的顶尖水平和该专科领域的临床实力、学术声誉，为老百姓治疗疑难杂症指点迷津。但是要做到这一点和发达国家做的排名相比还有一定差距，比如医院排名在美国方式不同，在美国已经得到认可的不是专业机构对医院的排名，而是新闻机构对医院的排名。但是在中国，要想获得各医院的医疗大数据比较困难，其中术后并发症，以及死亡率校正等尤为困难。所以，要想让医院的排名更为让人信服，就需要加入这些评价指标。这既需要对大数据的科学管理和开放，也需要采用其他的医院评价标准。这样的评价已经在展开和进行了。复旦版的中国医院排名为患者们提供了一些选择，这显然是一个进步，但还不够。如果能把上述一些缺失的标准补充进来，公众就会更加客观、有效地选择到好的医院。O北青报：医院排名要解决什么问题 收起全文d
834,#江苏# #江苏公务员# #医疗#发布了头条文章：《2017年江苏泰州市中医院招聘200余人启事》 O2017年江苏泰州市中医院招聘200余人启事
835,切个扁桃体那么贵！#医疗# 2大连·马桥子街区
836,"不要再以窮作借口了
越沒錢越需要保障 越窮越需要突破
買保險並不是把錢花了，而是用少量的錢作風險管理，用少量的錢換來生命價值，如何病得有尊嚴，病得沒負擔，請大家用心理解。
#医疗##重疾##香港保险##FWD ##双十一#"
837,"因为专业，所以卓越。
肩负使命，砥砺前行。
心医时代，连通世界医疗。
#日本医疗##中国医疗##质子治疗##医疗##癌症##癌症治疗#"
838,不用在找了，脱发的原因都在这#脱发# #掉发# #医疗# L郑州欧兰植发的秒拍视频
839,#医疗##肝病#发布了头条文章：《什么是困扰现代生活的“时尚肝病”？》 O什么是困扰现代生活的“时尚肝病”？
840,每次出差在身边或者车上都能碰到做医疗业务的人员，这行估计到风口了，未来2030大健康时代趋势已经到来，加油#医疗# 2郑州·管城回族区
841,
842,"2030年，我们会过着怎样的生活？全球未来理事会的700位专家聚集在#迪拜#，针对#突破性技术#、#育儿#、#医疗#等重要领域的改变进行探讨。
在周末举行的#世界经济论坛全球未来理事会年度会议#(# Annual Meeting for the Global Future Councils #)前，请阅读针对未来课题的达沃斯世界经济论坛@达沃斯DAVOS的博客。
O网页链接 收起全文d"
843,#医疗##乙肝##母婴阻断#发布了头条文章：《实现2030年消除病毒性肝炎，母婴阻断乙肝传播至关重要》 O实现2030年消除病毒性肝炎，母婴阻断乙肝传播至关重要
844,
845,"#医疗#
【“共享医疗”走近百姓生活 需守住监管和安全底线】
这些天，位于浙江省杭州市的杭州大厦里更热闹了。到这里购物的顾客，很多人都会在电梯门口端详良久，然后选择“更上一层楼”——到6层以上去看看。原来，这栋大楼1层到5层为购物区，6层到20层是刚刚开张的医疗商场(Medical Mall)。很多顾客到医疗商场转一圈后表示，“这个点子很好”，既能消费购物又有医疗服务体验，还避免了单纯去医院的焦虑。O网页链接 收起全文d"
846,#湖南# #湖南公务员# #医疗#发布了头条文章：《2017年湖南省荣军医院招聘15人公告》 O2017年湖南省荣军医院招聘15人公告
847,#医疗##一带一路##丙肝##DAA#发布了头条文章：《【健康丝绸之路】刘冰教授分享绵阳404医院丙肝DAA治疗成果》 O【健康丝绸之路】刘冰教授分享绵阳404医院丙肝DAA治疗成果
848,"刚成为新爸爸妈妈的亲们～⚠️注意啦，都是必备的注意事项,可以收藏来备用哦👇🏻
#赴美生子##宝宝健康成长##AXA安盛##香港保险##教育基金##海外留學##医疗# 2香港"
849,
850,"#专家视点##医疗# 【医疗乱象如何整治？】如何整治乱提价现象，实现公平竞争？今日嘉宾：刘保成，@对外经济贸易大学 国际经济伦理研究中心主任。Prof. Liu Baocheng from University of International Business and Economics！(点开原文看重点！)
---中国医疗市场问题在哪儿？
外国医疗公司想进入中国市场却很难：申请药品等相关医疗产品准入流程非常长；中国在相关行业的知识产权保护方面做得比较弱；对药品生产地的要求较严格；对外国制药公司的产品要求“双标”，比本地公司高非常多。这些问题都急需解决
---如何创造公平竞争环境？
给行业里的所有企业平等机会；让跨国大公司更多参与到中国的医疗制药行业；整治现存的行业乱象，取缔不达标的小企业
---需要怎么改？
中国医生的工资水平亟待提升、工作机制需要改善；医院应该提供最好的服务而不是想着如何卖药。医疗改革是大会重点提及的，所以可以期待！ LCGTN全球财经的秒拍视频 收起全文d"
851,
852,2017年11月3日，上海和睦家医院连续第四次成为国际医疗卫生机构认证联合委员会（JCI）的认证机构。JCI每三年进行一次认证机构复审，是全世界公认的#医疗#服务标准，代表了医院服务和医院管理的卓越水平。作为一家综合性医院，上海和睦家医院在对患者的关怀，医疗安全以及设施的先进性等各方面都符合JCI的标准。 收起全文d
853,#生活小百科# 在我们日常生活中，难免会出现些伤痛，伤痛不可怕，就怕没办法。下面小编给各位说说生活中防身急救之法。😤 #健康-生活小常识# #医疗# #每日小常识#
854,新华社万象分社独家报道：中老医院交流合作论坛在老挝举行。#医疗##一带一路##健康丝绸之路# O网页链接
855,#医疗##一带一路##肝癌##瑞戈非尼##索拉非尼#发布了头条文章：《【健康丝绸之路】程昌盛教授：靶向药物在早中晚期肝癌中或均可使用》 O【健康丝绸之路】程昌盛教授：靶向药物在早中晚期肝癌中或均可使用
856,#医疗#发布了头条文章：《共享经济+医疗大厦，会冲击传统医院体系？》 O共享经济+医疗大厦，会冲击传统医院体系？
857,#云南# #云南公务员# #医疗# 发布了头条文章：《2017下半年云南昭通市市县区卫生计生系统招聘96人公告》 O2017下半年云南昭通市市县区卫生计生系统招聘96人公告
858,#医疗# #护士# 发布了头条文章：《护士必备！100个常见护理问题及防范措施》 O护士必备！100个常见护理问题及防范措施
859,还记得2015年5月云南女孩在我院进行双手拇指再造手术的案例吗？现如今我们回访的情况如下：#双手拇指再造##手外科##医疗##断指再造##周杰伦# @安徽日报 @大江晚报 @大话芜湖 @南方周末 @芜湖交通经济广播 @安徽日报 @贾乃亮 2芜湖·波尔卡
860,#医疗##乙肝##替诺福韦#发布了头条文章：《预防乙肝病毒母婴传播：替诺福韦（TDF）再添新力证！》 O预防乙肝病毒母婴传播：替诺福韦（TDF）再添新力证！
861,医院还有观光电梯#医疗# L非我良人奈何情深的秒拍视频
862,#上海# #上海公务员# #医疗# 发布了头条文章：《2017年上海交通大学医学院附属瑞金医院北院招聘公告》 O2017年上海交通大学医学院附属瑞金医院北院招聘公告
863,
864,总有那么几次在特殊时刻见证了生离死别 工作上 生活里 或许是新人 像是感同身受似的鼻子一酸 脑海里飘过一个念头:何时何地何人有什么神丹妙药来拯救这个癌症患者 甚至新年的愿望有时候也会想 如果我可以拥有治愈癌症的能力有多好 回想有点可笑 也只能是空想了 现在想想长期在岗的#医疗# 工作者或许练就了的一身“铁石心肠”的原因就是司空见惯了吧 普通病房亦是如此 何况重症... 今天过后又是一天又一天 时刻保持严谨的态度 永记自己面对的是不可复制的生命 . 晚安 收起全文d
865,你都没钱吃饭还打尿尿酸g#皮肤管理培训##医疗##成都皮肤管理# LNewFace南昌合肥皮肤管理培训的秒拍视频
866,"周五的健身房，跟每周一的画风差别太大了
图二是周一晚上健身房拍

#香港保险理财顾问的日常##健康##医疗# 2香港特别行政区·太古"
867,
868,【不是所有伤口都能用创可贴 女孩因创可贴使用不当导致截肢】日前，苏州一名女孩因创可贴使用不当，伤口恶化感染导致截肢。医护人员说，不是所有伤口都能使用创可贴。创可贴只适用于创伤较为浅的小伤口，如果伤口比较深，这时候就不提倡把伤口封闭起来。#医疗# L看看新闻Knews的秒拍视频 #医疗讨论# 收起全文d
869,
870,"#医疗##导轨#
易格斯医疗行业应用：
自动化药房，颗粒药发放系统。这个系统需要从种类多达700种的不同药物中选择出需要的颗粒药包装好，然后再将不同的药物打包在一起。在这个系统里面，每个盒子底下都有一个物料下料漏斗，漏斗下面是一个旋转循环系统。颗粒药就从这个漏斗落下，并进入一个颗粒药包装机。在这个地方，一般是用我们的正常的 drylin®W。但是在另外一边，循环系统的转弯位置，需要用到弯曲导轨，180°的转角，而这里只有我们的 drylin®W 弯曲导轨。 收起全文d"
871,#医疗##乙肝#发布了头条文章：《乙肝治疗过程中也有三个“不等于”？》 O乙肝治疗过程中也有三个“不等于”？
872,今天，#2017米尔肯未来健康峰会# 集体呼吁预防药品滥用。#医疗# 2新加坡
873,"AXA医疗理賠有多快？
周一递表索赔，今日钱到账！！
意想不到的快
#香港保险##AXA安盛##安盛##医疗##保险##全球理赔##癌症##乳腺癌# 2香港"
874,三联生活周刊这一期的主题是境外就医，看完感触颇深，叹费用惊人。当下真需要考量：自己的保额够用吗？#海外医疗##香港保险##医疗# 2香港特别行政区·尖沙咀
875,#医疗##前列腺癌##阿比特龙#发布了头条文章：《阿比特龙在中国患者临床试验中的亮眼表现》 O阿比特龙在中国患者临床试验中的亮眼表现
876,#十九大##十九大热点##民生# #社保# #就业##住房##教育# #医疗# 《收入、社保、住房...你关注的8 个问题，19 大报告都有了新回应》 十九大已经顺利闭幕，收入、社保、住房、教育、医疗、环境、脱贫等8个问题，19 大报告都有了新回应！ O收入、社保、住房...你关注的8 个问题，19 大报告都有了新回应
877,
878,早晨[太陽][太陽][太陽]現代社會，你想吃最好的，可以吃得到！你想穿世界出名的名牌服飾，可以穿得起！你要開最豪華的房車，可以做得到！你要住最舒適的房子，可以做得到！但你有没想過，當有病時，你想自己住什麼級別的醫院呢？#香港保险##高端医疗##医疗##重疾##免疫治疗##标靶药##癌症##乳腺癌# 2香港特区·時代廣場(羅素街) 收起全文d
879,#医疗##丙肝##DAA#发布了头条文章：《【武汉感染年会】任红教授谈 DAA时代是否仍有难治人群？》 O【武汉感染年会】任红教授谈 DAA时代是否仍有难治人群？
880,#医疗##前列腺癌##阿比特龙#发布了头条文章：《权威数据带你走近前列腺癌治疗新希望——阿比特龙》 O权威数据带你走近前列腺癌治疗新希望——阿比特龙
881,
882,O健康從檢查開始，加微信注了解檢查優惠，謝謝 @RexChau周生 @AlbeeYim @angelababy @北京卫视剧集地 #生活，不将就##生活、有趣、时尚、潮流、美妆##休息一下##宮癌##腰臀比大更易子宫癌##乳癌##预防乳癌##防乳癌关爱日##炎性乳癌#K完美生活#抗击癌症##醫療##医疗##医疗讨论##医疗故事##医疗事故##住院##儿科##怀孕育儿科普# 2香港特别行政区·尖沙咀 收起全文d
883,"2017香港最新私家医院房價收費💰
擁有一份AXA安盛的《寰宇》高端医疗無懼每天瘋狂漲價的私院收費！标准级每年医疗限额2000万港元！
守護你，是我的使命！AXA安盛
#香港保险##AXA安盛##赴美生子##香港医疗##医疗##宝宝成长# 2香港特区·時代廣場(羅素街)"
884,"社会上的种种事件，使得#医疗#成为全民关注的敏感话题。除了一如既往的做好每一个产品，索尼人坚守高标准严要求，每一家经销商必须经过严苛的笔试及实操考核，才能有资格为大家服务。
为了用户，我们也是拼了！ O精进“医”道，“索”向披靡"
885,发布了头条文章：《20171015本周回顾及明日操作计划》 华通热力 sz002893 吉大通信 sz300597 $600760中航黑豹(SH600760)$ #次新股##环境保护##医疗##5G##创业板# O20171015本周回顾及明日操作计划
886,【2018年，医疗行业的这五个领域值得投资】医疗投资固然高深莫测，但不可否认它同时也是一个具有天然高投资收益的领域，投资公司Thessalus Capital预测，2018年医疗行业这五个领域值得投资。#医疗# O网页链接
887,
888,"#等待与春日的邂逅#
补剧日常:

仁医（1，2）
#穿越##医疗#

第一部暑假看的，第二部刚补完，通过这部剧算是了解了霓虹江户时代的一些历史
不过我还是想吐槽一下霓虹时代剧里武士的发型，相比起来还是辫子头好一点（都不好看！！），通过这部剧稍微克服了一点对这个发型的厌恶2333。
现代的医生穿越回江户时代，伴随着时代改变，改善医疗条件和技术的故事。看的时候总有一种沉重感，大概还是因为历史吧。知道即将发生的事，想去改变，最后还是被历史的修正力所打败的无力感（突然想起了步步）。但即使如此，还是想着去努力，给后代创造一个更美好的未来，大概就是这部剧想说的吧。
这部剧真的还挺好看的。还有就是，我的未来真好看，虽然miki桑的野风花魁超美，但我还是更喜欢未来，我的未来真好看嘤嘤嘤。

分享单曲 Kいとしき日々よ (@网易云音乐) 收起全文d"
889,#湖南# #湖南公务员# #医疗# 发布了头条文章：《2017年湖南长沙宁乡县卫计系统专业技术人员招聘54名公告（第三批）》 O2017年湖南长沙宁乡县卫计系统专业技术人员招聘54名公告（第三批）
890,【长期医疗护理 - 医疗保险的盲区】“大约一半的乐龄人士将会需要长期医疗护理”。 #医疗# #养老# 您怎么看？
891,【中华金融门户网】发布了头条文章：《医药医疗行业红利释放 行业趋势向好》 #医疗# #医疗服务# #医疗行业趋势# O医药医疗行业红利释放 行业趋势向好
892,创业板今天冲高跳水，下来后看一下1900点能否支撑柱，昨天成也是医疗板块，今天败也是医疗板块，但是要大跳水不现实，所以早盘白酒才会护盘的啊 #创业板##医疗##酿酒#
893,"医疗科技发展一日千里，癌症只要及早诊断及接受适当治疗，存活率亦相当高。但癌症治疗费用十分高昂，治疗过程也相当漫长；即使接受治疗后仍有机会復发。患者及其家人需要面对身心灵的冲击之馀，也要应付庞大的医疗开支。

#澳門友邦保險##癌症##医疗##加裕倍安保加强版#"
894,😯😯😯……#糖尿病# #医疗设备# #医疗#这个血糖测量设备让糖尿病患再也不用天天打针了LNowThis的秒拍视频（上#秒拍#看我的最新短视频，下载秒拍->O网页链接）
895,"台湾医生在四川壮游学习制酒
#成都##耳呜治的好##耳呜##台湾##耳科##耳龚##耳朵##呜友##耳背##突龚##耳鼻喉科##耳呜医生##治愈##治疗##医疗##黄金治疗##理念##交流##解答# L耳嗚醫生李丞永的秒拍视频"
896,"化学医疗实验机器人，可以说是艺术了，看着都舒服，病都好了

#制造业强国# #科技# #黑科技走进生活# #医疗# #医疗机器人# #机器人# L科技小疯的秒拍视频"
897,#科普大作战# #肿瘤# #医学现场# #健康微拍# #医生侃侃谈# #未来医疗# #医学最强音# #医疗# .什么是肿瘤一线治疗和二线治疗？ L上海瑞金肿瘤科张俊的秒拍视频
898,#专利申请# #医疗# #护士# 发布了头条文章：《医生护士们收集废液太麻烦，还有危险，怎么办呢？》 O医生护士们收集废液太麻烦，还有危险，怎么办呢？
899,分享一个手艺活#随手医学科普##医疗##保护眼睛##有趣的短视频# L趣味番的微博视频
900,香港醫療新知#香港##医疗##最新医疗##茶道##茶道##健康知识##健康#
901,延川县远程医疗启动暨医联体揭牌仪式在县人民医院举行。延川县人民医院与中日友好医院建成医联体，对延川县深化公立医院改革，充分发挥医疗资源效能，优化资源配置，实现上下联动等具有重要意义。今天举行的远程医疗启动仪式，标志着医疗卫生事业翻开了新篇章。#医疗#
902,#科普大作战# #医学现场# #健康微拍# #医生侃侃谈# #医疗# 尽早发现胃癌才可治愈，你知道怎么做吗？ L上海瑞金肿瘤科张俊的微博视频
903,#医疗# 心肺复苏 L思扬2699452772的微博视频
904,#医疗#儿童常备药
905,#医疗# 成人常备药
906,
907,【AXA安盛隆重呈献】“林忆莲造乐者世界巡回演唱会2017–香港”用理念雕琢音乐，用歌声打动听众，天籁之音，至少还有林忆莲！由AXA安盛呈献之“林忆莲造乐者世界巡回演唱会2017–香港”，将于2017年10月27至29日于红磡香港体育馆盛大举行！粉丝们约起～👻👻##香港保险##重疾##医疗##全球受保##AXA安盛##赴美生子# 2香港特别行政区·铜锣湾 收起全文d
908,"""中国生物制药业正值令人振奋的时刻。政府10年前的改革今天仍在继续。这些政策有望带领中国成为高品质，创新性市场，并持续带来加值机会” Hynes 女士，@米尔肯2017亚洲峰会专栏作者，发表了对亚洲未来20年#医疗#行业的分析。她认为，中国医疗方面的影响力将在亚洲持续增长。 #生物制药业# #发展前景#"
909,关于打HPV针问的问题，至于对于“大龄女生”和已经生育的有无效，咨询给我的反馈和彩页上说有效，姐妹们自己参考啦[拥抱][爱心]彩页分享给大家参考啦##香港保险##重疾##医疗##全球受保##AXA安盛##赴美生子# 2香港特别行政区·元朗区
910,#泛科技′# 机器人 sz300024 #医疗# #生物科技# 000333(美的集团)与广药集团就300024(机器人)及医疗器械开发等方面战略合作。
911,#医疗事故# #医疗# 这9种疾病是最容易被误诊的，因为症状与其他疾病类似！但是患者一定得擦亮眼睛，误诊真的很耽误治疗！问上医发布了头条文章：《在所难免！盘点9种最容易被误诊的疾病》 原文链接：O网页链接 O在所难免！盘点9种最容易被误诊的疾病
912,
913,# 医疗# # 诊间日记# 最近有一则新闻备受社会关注，那就是留学博士赞誉国内牙医技术好，服务好，身为中国牙医感觉perfect！但其实我们对待国际友人并不像国外的牙医那样cool，也会把同样的专业水准服务于他们，通过在这里治疗，他们不仅解除了牙齿的病痛，更对中国文化有了更深的了解，与我们建立了美好的友谊，身为中国牙医很骄傲！欢迎有牙齿困扰的外宾前来治疗，我们将竭诚为您服务！ O帮助外国友人完成牙齿dental care 收起全文d
914,專心休養，要快點康覆過來💪🏻#香港##香港医疗##医疗##保险##香港保险##英国保诚保险##英國保誠# 2香港
915,
916,#医疗# 虽然我已经离开了医疗行业，但每当看到这样的消息，我就会为曾经的职业感到骄傲！在和死神抢人的科室（重症医学科ICU），我付出过所有的爱心、耐心、细心，见过太多的生离死别……所以，我更意识到了防范于未然的重要性。趋吉避凶，我学习“玄学”的目的在于更清晰明了自己该走什么样的路，该避开什么样的祸🙏🏻 收起全文d
917,#医疗# 昨天上午，沙田镇2017年“服务百姓健康行动”大型义诊活动在大泥村举行，活动在宣传普及健康和医学知识的同时，为广大群众提供优质的医疗服务。详情O网页链接
918,#科普大作战##肿瘤##失眠##医疗#上期我们我们讲到控制治疗过程中出现疼痛的症状，那么除了疼痛，还有哪些...（更多内容请进我的诊室O网页链接）文章详情点击↓↓↓癌症患者背后这些不为人知的痛处，还有解决的办法吗？
919,#诊间日记# 今天有幸和我们德高望重的曹主任同台演讲，我讲的#invisalign# ，曹主任给我们讲了#医疗#意外，感觉我的责任沉甸甸，为守护患者健康要不断努力。 发布了头条文章：《牙齿治疗也会有生命危险吗》，欢迎关注。 O牙齿治疗也会有生命危险吗
920,#创可贴##医疗##发明#老美发明的创可贴，心脏破了洞都能直接补上，惊动医学界！L科技公元的秒拍视频（上#秒拍#看我的最新短视频，下载秒拍->O网页链接）
921,
922,"经客户同意理赔个案分享：内地朋友买了AXA住院医疗险，年缴保费HKD5000元，近日发现鼻内有个小瘜肉，入住香港圣保禄医院，做了息肉切除手术。从递交理赔申请到理赔完成共5天时间，HKD146,700的理赔款直接打到客户香港银行帐号[强][强][强]AXA安盛值得您信赖和拥有！！
#香港保险##AXA安盛##医疗##保险##重疾#2香港#我是未来# 2香港特区·時代廣場(羅素街) 收起全文d"
923,妈逼 打工切菜切到手指，天真的去了医院，等了两个小时 护士给我贴了一个创可贴，两个多月后.....账单539澳元 2600多人民币....可以 我服了 #澳洲##医疗# 2澳大利亚·朗塞斯顿
