attitude,hospital,comment
5,上海市第十人民医院,医生和气，经验丰富
5,上海市第十人民医院,刘医生态度很好，非常耐心的讲解病理，由于是慢性病需要在一段时间内，定期服药和检查复诊。希望能早日治愈。
3,上海市第十人民医院,医生看病速度太快了，让去做检查，等检查结果出来再复诊
5,上海市第十人民医院,"医生比较专业,态度也很好"
5,上海市第十人民医院,吃了曙光医院中药后身体出现不适，全身关节弹响，腰椎间盘突出，四肢关节疼痛，肝功能异常，蛋白尿，血沉升高，中性粒细胞偏低等等。现在情况越来越糟糕，因为一直得不到正确的治疗，已经一年了，对华山医院医生感动很失望，听了我的叙述不仅没有认真对待，直 [详细]
5,上海市第十人民医院,宋主任一贯重视患者的病情，今天去配药。
1,上海市第十人民医院,约时间是10点到11点，我等了一个多小时，等到我时他和我说他不看风湿病，让我去仁剂医院，真是无语。他既然不看风湿病那为什么挂肾病风湿科的招牌，真是第一次碰到这样的医生，浪费我时间，也害了我31块钱的挂号费。
5,上海市第十人民医院,医生很负责，认真仔细。
5,上海市第十人民医院,宋医生的医德好，能根据病人的情况有针对性的治疗。
5,上海市第十人民医院,热情周到的服务态度很好
5,上海市第十人民医院,宋医生很认真负责的，态度非常好
5,上海市第十人民医院,看了一段时间，还不错
5,上海市第十人民医院,服药一个月后复诊检查，还需要继续服药一个月。
5,上海市第十人民医院,不错的就诊经历。。。
5,上海市第十人民医院,刘医生态度不要太好哦，对待病人很耐心的。
5,上海市第十人民医院,宋医生对人和蔼可亲！对病人非常负责！
5,上海市第十人民医院,宋医生对人和蔼可亲！对病人非常负责！
5,上海市第十人民医院,宋医生对人和蔼可亲！对病人非常负责！
5,上海市第十人民医院,宋医生对人和蔼可亲！对病人非常负责！
5,上海市第十人民医院,宋医生对人和蔼可亲！对病人非常负责！
5,上海市第十人民医院,宋主任是个非常实惠的人，有啥说啥的人，买是就是的人，
5,上海市第十人民医院,医生态度很好，很认真的分析了病情和病因。
5,上海市第十人民医院,还在治疗中，效果有待观察。
4,上海市第十人民医院,服药后的检查和复诊，需要继续服药观察
5,上海市第十人民医院,医生很耐心、很仔细、等过两礼拜再来复查
5,上海市第十人民医院,网上预约的，节省了许多看病时间。
5,上海市第十人民医院,李主任非常耐心，水平很高
5,上海市第十人民医院,很有耐心，满意，很为病人着想
5,上海市第十人民医院,医生人很好，很有耐心
5,上海市第十人民医院,需要服药后再做检查复诊
5,上海市第十人民医院,宋主任人很好看病认真，负责，我非常满意。
5,上海市第十人民医院,非常好，医生非常负责任
5,上海市第十人民医院,医生根据化验报告给我开了两周的药，服用后再做一次检查。
5,上海市第十人民医院,态度好，工作认真。诊断正确，用药到位。
4,上海市第十人民医院,感觉不是很好
5,上海市第十人民医院,预约了还是等了很久
5,上海市第十人民医院,在地段医院检出尿蛋白，找彭主任就诊，彭主任态度很好，讲解很仔细，先作B超和尿检，然后再作然后治疗。
5,上海市第十人民医院,医生很随和，一直找朱医生看病，很放心。
5,上海市第十人民医院,治疗效果还可以
5,上海市第十人民医院,宋主任对人和蔼，亲切医术高超，虽然去配药，她也会问有那里不舒服，帮我加药或减药，对毎一个病人都是很热情。
5,上海市第十人民医院,李主任一直是对所有病人热心周到耐心。
5,上海市第十人民医院,因就医前半个月小便有血，急诊看后初步断定是尿路感染，打了三天吊针后，验血指标好转，吃药后没问题，后觉得有时腰有点痛，听说朱医生看得好，就挂了他的号，验了小便，讲了病情、症状后，朱医生说是结实，让吃一个月排石药，复方金钱草颗粒，有好转，效果好 [详细]
5,上海市第十人民医院,医生态度很好，还建议能不吃药就别吃 很关心病人。
5,上海市第十人民医院,暂无评论内容
5,上海市第十人民医院,宋主任医术好，对病人亲切负责
5,上海市第十人民医院,很好
5,上海市第十人民医院,宋医生很负责，我的病症尚未确诊，还要等验尿结果，嘱咐我不要紧张，当正常人来
5,上海市第十人民医院,我在朱医生这里就诊已有好多次，朱医生不但态度好，而且医德也好治疗效果也好。
5,上海市第十人民医院,宋医生人好，医术高超对人更亲切。
5,上海市第十人民医院,医生非常耐心仔细，希望症状能缓解
5,上海市第十人民医院,宋教授对病人态度和蔼，问病认真，负责。
5,上海市第十人民医院,非常好，李医生让人有种很安心的感觉。
5,上海市第十人民医院,通过网上挂号很快捷方便，医生也很好，对症下药了，现已基本康复
5,上海市第十人民医院,朱医生服务态度很好，医疗水平高，看来以后有所好转。
5,上海市第十人民医院,李医生很好，很负责
5,上海市第十人民医院,很好
5,上海市第十人民医院,医生医德好 不乱开药 建议不用药 细心嘱咐了注意事项
5,上海市第十人民医院,医生很亲切 不明白的都会用通俗好理解的方式耐心解释
5,上海市第十人民医院,在李医生的治疗下，病情己稳定
5,上海市第十人民医院,李医生医术高明，态度好。
5,上海市第十人民医院,医生建议下次复查
5,上海市第十人民医院,朱医生服务态度很好，仔细认真，对病人认情服务。
5,上海市第十人民医院,就诊后医生建议住院，现在已住进医院等待彭医生的进一步检查
5,上海市第十人民医院,李主任是好医生，医术高明，耐心对每一个病人
5,上海市第十人民医院,老病号了，李医生人很好
5,上海市第十人民医院,医生人很好 也忍心，检查出来没什么问题
5,上海市第十人民医院,感觉很好
5,上海市第十人民医院,医生开药一个月试试看，一个月之后再来复查
5,上海市第十人民医院,医生很负责，很仔细的跟每一个讲解，。疗效也很快。
5,上海市第十人民医院,一直在刘医生这里看，很细心，会耐心听你说
5,上海市第十人民医院,认真负责
5,上海市第十人民医院,李医生很好也很客气
5,上海市第十人民医院,医生很耐心，查病很认真，很关心每个病人
5,上海市第十人民医院,医生用药准确，效果明显
5,上海市第十人民医院,医生态度很耐心，配了药，一周后复查
5,上海市第十人民医院,刘医生很耐心的。
5,上海市第十人民医院,刘医生人很好哦，一直在她这里看病。
5,上海市第十人民医院,医生人很客气
5,上海市第十人民医院,李主任是个热情和蔼，耐心细致的好医生！
5,上海市第十人民医院,10月底有尿不适症状出现，在其他医院就诊，吃了药后去十院复查，白细胞又上去了。去朱医院那里看，朱医生十分耐心的解释了病情，说我这个可能是肾盂肾炎，让我再进一步检查。虽然担心，但朱医生经验丰富，我有信心在他的治疗下会好的
5,上海市第十人民医院,真的是一位很耐心很热情的医生，对待每一位病人都不厌其烦，在我前面的病人为他老婆开药，医生还耐心在电话里开导和指导，真的挺感动的。现在这样有医德的医生真的不多了，让我相信在现在这样的医疗制度下还是有好医生的
5,上海市第十人民医院,医生人很好
5,上海市第十人民医院,宋主任医术确实很高超，对人和蔼亲切，看病认真．负责。
5,上海市第十人民医院,真的不错 为人亲民 不错
5,上海市第十人民医院,好些年都去不掉的尿蛋白，在这里治疗后有很大改善
5,上海市第十人民医院,下肢肿
5,上海市第十人民医院,很满意，费用低，很快治好了。
5,上海市第十人民医院,医生很负责，也为我制定了对应的后续治疗方案
5,上海市第十人民医院,宋主任非常和蔼，医术精湛，看病认真，负责
5,上海市第十人民医院,宋医生 人好医术好 对症下药 讲解清楚 让病患依赖的好医生。
5,上海市第十人民医院,医生很负责，人也很好
5,上海市第十人民医院,医生人很好
5,上海市第十人民医院,挺好的，医生态度比较好，不知道效果怎么样
5,上海市第十人民医院,宋主任医术高超，对人和气。
5,上海市第十人民医院,朱医生很耐心
5,上海市第十人民医院,医生态度很好，就是医院管理有些乱，病人都在诊室里，影响医生看病效果！
5,上海市第十人民医院,做复诊，显示基本康复
5,上海市第十人民医院,检验花费了较多的时间，可以先和医生申请办理检验，等检验报告出来后再去医生这里看问题，中间就不用等待两次，比较方便。
4,上海市第十人民医院,一切还顺利，算可以的
5,上海市第十人民医院,看的很仔细，也很尽职
3,上海市第十人民医院,看的还行，但是并不是太仔细
5,上海市第十人民医院,宋医生医术好，医德好，待病人友善，常为病人着想。好样的。
5,上海市第十人民医院,宋主任真的医术精湛，我吃了一个星期她配给我的药，马上2十蛋白就沒了，真的很感谢宋主任。
5,上海市第十人民医院,医生人不错挺好，疗效还不知道
5,上海市第十人民医院,朱医生非常好，总是从病人角度考虑得很周密，我尿路感染在他这里看的现在自己注意调养基本不会发了
5,上海市第十人民医院,态度好，耐心，治疗有效果
5,上海市第十人民医院,朱医生很负责
5,上海市第十人民医院,医生态度很好，疗效也不错。
4,上海市第十人民医院,医生还不错
4,上海市第十人民医院,尿检蛋白3+ 潜血4+，医生诊断尿路感染以及肾脏有问题，需要做肾穿
5,上海市第十人民医院,宋主任医术高，看病认真，对人亲切和蔼
5,上海市第十人民医院,宋医生人很好 对病情讲说也很认真
5,上海市第十人民医院,宋主任对人和蔼亲切，认真
5,上海市第十人民医院,医生耐心态度也好
5,上海市第十人民医院,很细心的医生
4,上海市第十人民医院,需要复诊化验
4,上海市第十人民医院,不错
5,上海市第十人民医院,彭主任人很好很耐心的
5,上海市第十人民医院,在吃药中，医生态度很好！希望有效果！
5,上海市第十人民医院,医生很好，到底是教授医生，思路清楚，一看我的脸就知道我是吃货，估计脸就是重口味吃多了，吃肿的。也没让我吃药，让我喝茶叶排盐，吃的清淡。上次在十院看的别的医生就没说清楚，也不知道自己怎么回事。效果要看时间了，以后有问题还是会去看朱医生的。就是 [详细]
5,上海市第十人民医院,找宋主任看病的人好多，排了很久。宋主任十分和蔼，对我的病情十分认真，负责。。
5,上海市第十人民医院,彭主任态度和蔼，医术高超
5,上海市第十人民医院,医生不错
5,上海市第十人民医院,这个医生很有经验，排队人很多。
5,上海市第十人民医院,尿路感染慢性，治疗中，白细胞仍然高，消炎药口服
5,上海市第十人民医院,医生态度好，配了药，需要吃一段时间，两周化验一次尿液，治疗中
5,上海市第十人民医院,配了药，要吃段时间，两周一次化验尿液，治疗中
5,上海市第十人民医院,宋医生好亲切，耐心，愿意分享经验
5,上海市第十人民医院,医生态度和蔼亲切，医术高超。
5,上海市第十人民医院,前段时间由于尿蛋白在十院做的肾穿刺，今天去复查。宋主任十分认真、负责。
5,上海市第十人民医院,宋医生是个很专业又有良心的好医生
5,上海市第十人民医院,宋医生人很好
5,上海市第十人民医院,很好，继续治疗，宋主任非常好。
5,上海市第十人民医院,检查下来没问题
5,上海市第十人民医院,很满意，认真负责。很有耐心。
5,上海市第十人民医院,医生诊断明确，看门诊看不出，还是专家好
5,上海市第十人民医院,挺好的
5,上海市第十人民医院,挺好
5,上海市第十人民医院,治疗效果可以，现在继续治疗。
5,上海市第十人民医院,刘医生很耐心，下次继续找她
5,上海市第十人民医院,满 意
5,上海市第十人民医院,宋主任对病人亲切，认真，负责。
5,上海市第十人民医院,宋主任认真，负责，态度很好，虽然是配药，她总是要问有什么不舒服。
5,上海市第十人民医院,医生对我帮助很大
5,上海市第十人民医院,很好平台，医生也很好哦
5,上海市第十人民医院,医生很有经验，怀疑带状疱疹，建议我去皮肤科。查出来果然是的
5,上海市第十人民医院,药吃后，效果很好，继续治疗。
5,上海市第十人民医院,医生态度非常好，等的时间有点长
5,上海市第十人民医院,经过宋医生的治疗．病情有所好转。谢谢宋医生良好的医术和服务态度。
5,上海市第十人民医院,医生很好
5,上海市第十人民医院,宋医生精通医术，对病人和蔼，看病认真。
5,上海市第十人民医院,尿 频
5,上海市第十人民医院,很好，祝宋大夫身体健康，希望越做越好
5,上海市第十人民医院,医生态度很好，详细询问，有开药，服务血压已有控制。
5,上海市第十人民医院,医生耐心，态度和蔼。比较仔细
5,上海市第十人民医院,宋主任态度好，认真，问诊治疗效果极好。
5,上海市第十人民医院,满意
5,上海市第十人民医院,宋医生态度很好，认真，一样的肾脏免疫科旁边的房间专家门诊很清闲，宋医生的门诊济得滿满的。
5,上海市第十人民医院,挂号网非常方便，节约了时间，提供了良好的医生信息。第十人民医院林桦医生态度很好，很耐心，给到建议打肌肉针三个月，提高免疫力。但是工作忙还未再去看医生。
5,上海市第十人民医院,医生态度很好，也很专业.
5,上海市第十人民医院,很好
5,上海市第十人民医院,非常耐心
5,上海市第十人民医院,宋主任医朮很好对人和蔼看病认`真
5,上海市第十人民医院,宋主任看病认真，负责，毛病有所好转。
5,上海市第十人民医院,网上预约很方便。宋医生医术很好，对病人很耐心。
5,上海市第十人民医院,彭博士很细心的讲解，建议我住院观察下对准病因，现在在等医院的床位，疗效等出院再评。
5,上海市第十人民医院,`虞主任待人和气看病认真但中医是调理病没有很快就好，我们很耐性的期待出现奇迹(。-0 i
5,上海市第十人民医院,很好
5,上海市第十人民医院,医生 耐性 细心 态度温和医院环境好
5,上海市第十人民医院,守信，约定如实，是百姓就医的好平台，这是我第一次使用微医的感受，点赞！
5,上海市第十人民医院,医生态度很好，也很专业。
5,上海市第十人民医院,等待时间很长，特别检验时间更长。医生态度很好，和病人沟通比较耐心，值得称赞。效果要等用药一段时间后才知道。
5,上海市第十人民医院,已经去除
5,上海市第十人民医院,赞！
5,上海市第十人民医院,很耐心
5,上海市第十人民医院,李医生态度好，会开导人。
5,上海市第十人民医院,耐心 细致
5,上海市第十人民医院,复诊，宋医生很好滴︿(￣︶￣)︿
5,上海市第十人民医院,认真，负责，侍人和善。
5,上海市第十人民医院,宋医生认真负责，赞！
4,上海市第十人民医院,医生很细心讲解。很好
4,上海市第十人民医院,排队少，很好，医生也还不错，开了些增强抵抗力的中药。
5,上海市第十人民医院,肾功能不好，配了点儿药
5,上海市第十人民医院,宋医生认真负责，和蔼可亲。
5,上海市第十人民医院,宋医生很好的，热情，认真
5,上海市第十人民医院,医生很不错.....
5,上海市第十人民医院,很好
5,上海市第十人民医院,对病人负责，耐心，认真
5,上海市第十人民医院,医生很不错 态度很好
5,上海市第十人民医院,医生的服务态度很好 ，很耐心．网上预约很放便。
5,上海市第十人民医院,很好
5,上海市第十人民医院,很好
5,上海市第十人民医院,好医生很仔细.........
5,上海市第十人民医院,大夫耐心细致并处处为我家老人的实际情况着想，非常赞！
5,上海市第十人民医院,初诊待确认。等待检查结果
5,上海市第十人民医院,大夫态度和蔼，技术精湛。
4,上海市第十人民医院,医生还算可以。。。还挺满意。。。
5,上海市第十人民医院,快下班了去的，医生等我最后一个，做尿检，结果还不知道
5,上海市第十人民医院,感觉不错，医生态度也很好。
5,上海市第十人民医院,态度好，仔细认真，经验丰富
5,上海市第十人民医院,看了一年多，病情好转！
5,上海市第十人民医院,满意
5,上海市第十人民医院,满意
5,上海市第十人民医院,妈妈看过了，没事儿，医生态度很好也很专业。
5,上海市第十人民医院,医生很好的，第十人民医院现在真的不错哦！服务好，医生也好！
4,上海市第十人民医院,，，， 好
5,上海市第十人民医院,医生非常好，态度很好，也非常认真
5,上海市第十人民医院,已住院治疗
5,上海市第十人民医院,妈妈说这个医生非常好，不仅态度好，而且非常专业。
4,上海市第十人民医院,诊断准确，态度和蔼，医术精湛。
4,上海市第十人民医院,诊断准确，态度和蔼，医术精湛。
4,上海市第十人民医院,也讲不出什么好不好，医生也只看指标，患者多的不得了，2到3句话就结束了
5,上海市第十人民医院,这位宋医生真的真心好，独特的看病交流方法，打消了原本人对疾病和医院的害怕和恐惧，变得非常快乐并爱去医院了。颠覆！有意思！我们遇到了就是我们的福份，谢谢你宋医生。
5,上海市第十人民医院,宋医生经验丰富，开了药，周四吃的药，周一症状就好多了。这个周四还要去复诊，还是找宋医生。
5,上海市第十人民医院,特别高兴，宋医生不但医德好，而且医术也高。她仔细查看病情，耐心讲解病因，困扰我多时的病，现在已有了明显的好转。我原来有尿酸高、肌酐高，还有时痛风，很痛苦。现在好了，两个指标明显下降。谢谢宋医生。
5,上海市第十人民医院,仔细讲解病因、耐心回答问题，刚开始治病，还没到有结果状态
5,上海市第十人民医院,医生热情周到，询问病情很细致。
5,上海市第十人民医院,医生态度好，专业，诊断明确易懂。
5,上海市第十人民医院,谢谢李医生，非常感谢。
5,上海市第十人民医院,医生态度很好，做了检查，下周去复诊！
4,上海市第十人民医院,医生态度很好，也非常有耐心！非常愉快的一次交流！因为要手术还不知道治疗结果怎样！
5,上海市第十人民医院,宋医生非常亲切，分析病情和治疗手段清晰明了。让我们病人放下包袱，轻松高兴地走出医院大门。
4,上海市第十人民医院,宋教授好棒!年轻有为！
4,上海市第十人民医院,宋教授很仔细！很棒！
4,上海市第十人民医院,医生很耐心，回答问题很仔细，希望早点康复
4,上海市第十人民医院,"医生态度不错,配了药看看效果"
4,上海市第十人民医院,宋医生的病人好多，但医生很有耐心，很认真，为病人着想，很好。等待复诊。
5,上海市第十人民医院,医生很耐心，效果有待观察
4,上海市第十人民医院,希望候诊时间可以少点，其它满意
5,上海市第十人民医院,吃药。再看。。。。。。。。。。。。
5,上海市第十人民医院,慢性病，慢慢看。。。。。。。。。。。。。。。
4,上海市第十人民医院,刘医生，病情分析详细，认真仔细。
4,上海市第十人民医院,效果很好
5,上海市第十人民医院,李医生认真负责，好医生，谢谢！！！！
5,上海市第十人民医院,宋医生耐心询问我病情，态度很好。吃了药后，感觉好多了。
5,上海市第十人民医院,作为病人肯定有很多的担忧，医生态度很好，能耐心讲解有疑问的地方
5,上海市第十人民医院,查出无异常，医生还可以。单纯的尿路感染
4,上海市第十人民医院,刚刚开始，这是检查还没有开始治疗呢下一次再说
5,上海市第十人民医院,慢性病，吃药吧。。。。。。。。。。。。。。。。。。。。。
5,上海市第十人民医院,医生的态度很好，一直等到我们的化验报告出来才去吃的饭
5,上海市第十人民医院,吃药已有效果，控制的很好
5,上海市第十人民医院,李医生医德高尚，技术高超。
5,上海市第十人民医院,医院很整洁，护士很热情，医生很厉害，谢谢。
5,上海市第十人民医院,医院很整洁，护士很热情，医生很厉害，谢谢。
5,上海市第十人民医院,医院很整洁，护士很热情，医生很厉害，谢谢。
4,上海市第十人民医院,医生基本都是让做一系列检查，然后根据经验判断给你开药，若吃了药不管用，就算是排除了某种病因，再重新检查开药，基本就这个流程。建议患者还是自己对自己的病情要有主见。
5,上海市第十人民医院,每半月去一次，李医生很好，很细心，很周到。
5,上海市第十人民医院,这个医生看病超级慢，讲话没效率，啰嗦。如果讲的是有用的信息当然好，看一个病人要好久，后面等得好着急
5,上海市第十人民医院,李医生医术高超，讲解细致，非常谢谢。。。。
4,上海市第十人民医院,医生态度很好，经验也很丰富。医生全心全意，我们十分满意。
5,上海市第十人民医院,目前医生更多还是凭借仪器检查来看病。加上经验推测。
5,上海市第十人民医院,彭主任态度很好，询问病情很仔细，今后还会去就诊
4,上海市第十人民医院,医院环境不错，等号时间不长，总体还是不错的。..
5,上海市第十人民医院,医生说需要做B超并进行尿检才能知道什么情况
5,上海市第十人民医院,医生态度很好，指标已恢复正常，导医台的护士也很热情。
4,上海市第十人民医院,医院环境不错，等号时间不长，总体还是不错的。
5,上海市第十人民医院,医院环境整洁，医生态度和蔼，对病人的提问耐心回答。
5,上海市第十人民医院,医生态度很好，但目前只是做了检查，检查结果过几天才能拿到，还得再去挂号，麻烦
4,上海市第十人民医院,医生开了提高免疫力的针剂，不知道效果如何
4,上海市第十人民医院,医院环境不错，治疗效果非常理想，谢谢李医生。
4,上海市第十人民医院,李新华医生医术不错，医院环境不错，等号不长。
4,上海市第十人民医院,医院环境不错，医生态度好，等待时间合理，还需检查。
4,上海市第十人民医院,诊室里候诊患者多，影响医生工作和病人情绪。望院方加强管理。
5,上海市第十人民医院,不确定治疗方案，建议主治血液疾病，该科病情与血液疾病合并治疗。
4,上海市第十人民医院,医生说我是心理病，其实后来看了骨科应该是以前尿路感染没痊愈引起的脊椎炎。
4,上海市第十人民医院,医院环境、医生态度、等待时间、就诊时间、治疗方式及治疗效果不错
5,上海市第十人民医院,不错的医生，解释的比较详细，看病的人还是比较多
5,上海市第十人民医院,医院环境好，医生态度好，询问病情仔细，等待下次检查，谢谢
5,上海市第十人民医院,医生比较细心，这位医生的病人较多，要排队等候的。医院人多，如果自己想做什么检查的话，最好先去找医生开单子去做检查，在拿着报告去看病，可能等待的时间会稍短一点。谢谢
5,上海市第十人民医院,李医生待病人热情，耐心。医术高明，是一位好医生。
4,上海市第十人民医院,一切都满意，医生的态度好，对病人耐心讲解，不怕麻烦。
5,上海市第十人民医院,医院环境、医生态度、等待时间、就诊时间、治疗方式及治疗效果都不错
5,上海市第十人民医院,医院环境、医生态度、等待时间、就诊时间、治疗方式及治疗效果都不错。
5,上海市第十人民医院,一如既往不错，预约了之后进行进一步的观察
5,上海市第十人民医院,候诊时间能再精确一点就更好了，按半小时计。
4,上海市第十人民医院,第一次就诊，医生因为要临时出差，时间比较紧急，交流不多，所以，需要继续就诊、确诊，以便配药治疗
5,上海市第十人民医院,医院很好，医生很负责。网上预约不错，等候时间缩短
5,上海市第十人民医院,态度很好，换了药，下次还要去复查。提前开了尿常规
5,上海市第十人民医院,医院环境、医生态度、等待时间、就诊时间、治疗方式及治疗效果都不错
5,上海市第十人民医院,医院环境整洁干净，等了不多久就看到宋医生了，宋医生态度很认真，很快就看好了，经常在她手下看病，基本很了解我的病情。
5,上海市第十人民医院,环境较好，医生态度可，因预约原因等待时间较短，目前治疗效果不明显
5,上海市第十人民医院,就医较为便利，有地下停车场。要持之以恒坚持治疗。
3,上海市第十人民医院,今天医院床位紧张，明天还得去。看病真难，生病真容易
4,上海市第十人民医院,医院环境、医生态度、等待时间、就诊时间、治疗方式及治疗效果都不错。
4,上海市第十人民医院,医院环境整洁干净，宋医生和蔼认真，等候不多久就看到了，治疗效果配合医生慢慢来。
5,上海市第十人民医院,医院环境好，李医生医术不错，等待时间不长，治疗效果蛮好
4,上海市第十人民医院,医院环境不错，医生也很好，一会就看到了，都不用等很久
5,上海市第十人民医院,医院环境整洁干净，宋医生态度和蔼认真，治疗效果在控制之中，慢性病急不来的。
4,上海市第十人民医院,医院环境不错，医生态度很好，就是已经预约了还要等较长时间。
5,上海市第十人民医院,医院的打电话医生有事，所以准备改时间了，
5,上海市第十人民医院,医院的环境很好，医生态度很和蔼，耐心细心。
5,上海市第十人民医院,治疗效果明显，但还需自身坚持及良好的生活习惯。
5,上海市第十人民医院,帮家人预约的 所以情况不清楚 应该还不错的
5,上海市第十人民医院,有了预约挂号方便多了，省的看病要等半天。不过希望导医能管理一下，一个医生看病，里面等着看病的都站在边上，觉得个人隐私得不到保障
5,上海市第十人民医院,有一个指标正常了，心里负担小多了，还得坚持吃药定期复查~！
5,上海市第十人民医院,医院环境整洁干净，等候不多久就轮到我了，宋医生态度诚恳认真，疗效还算不错，慢慢来。
5,上海市第十人民医院,非常好各种原发及继发性肾脏疾病的诊治，精通肾脏替代治疗及蛋白尿、血尿、尿路结石等的诊治
5,上海市第十人民医院,医生很认真，医院设施很先进，对病人很客气。
5,上海市第十人民医院,医生建议 住院检查，目前已经出院了 ，在家等报告出来 ，过几天报告出来，再 看如何治疗 PS:彭医生人很好，完全没有医生高高在上的架子，而且医术很精湛。
4,上海市第十人民医院,挂号排队人有点多，医生还是不错的，目前看不效果
5,上海市第十人民医院,宋医生看病认真，态度非常好，老爸信任宋医生。虽然目前治疗效果不明显。
5,上海市第十人民医院,医生态度很好，就是排队人很多，挂号时间等的很久
5,上海市第十人民医院,环境可以，就是人太多，挂号等的时间太久，医生态度很好
5,上海市第十人民医院,大夫耐心细致，且使我建立起战胜疾病的信心!
4,上海市第十人民医院,医院就医到处排队太费事了，医生态度较好疗效待观察
5,上海市第十人民医院,医生态度很好，建议住院检查治疗，调整用药方案之类的，继续跟进治疗吧~~
5,上海市第十人民医院,最近体检，尿蛋白尽然转阴性了，病情已有好转！
5,上海市第十人民医院,预约很方便，很快就能就诊，等待时间很短。医院环境不错，医生服务态度挺好。
5,上海市第十人民医院,医院就诊较为顺畅，环境整洁有序。大夫认真细致。
5,上海市第十人民医院,医生态度较好、认真负责，但治疗时间较短，还未知道效果。
5,上海市第十人民医院,网上预约很方便，工作人员很热情。~~~~~
4,上海市第十人民医院,医院环境ok医生态度ok等待时间ok就诊时间ok治疗方式ok治疗效果no
5,上海市第十人民医院,医生给予我的治疗以及对于我病情的分析，使我建立起战胜疾病的信心。
5,上海市第十人民医院,网上预约后不能使用自助机进行挂号，仍需改善
5,上海市第十人民医院,医院干净，等待的时间也不长，医生和蔼可亲，建议也不错，我会一如既往的看下去。
5,上海市第十人民医院,医生态度好，提了治疗建议，门诊随访，一个月后再看。
5,上海市第十人民医院,人太多，其他服务还可以，其他服务还可以，其他服务还可以
5,上海市第十人民医院,通过挂号网就诊相当快，节省了很多时间。推荐大家使用。
5,上海市第十人民医院,第一次用医联网上预约，感觉确实方便了很多，整个预约流程很人性化，虽然不会因此减少号源的拥挤性，但一定程度上疏导了就医资源的分配，值得肯定。
5,上海市第十人民医院,和好
5,上海市第十人民医院,预约挂号的方式实在太有效，节约了许多等待的时间。医生也不错。
5,上海市第十人民医院,医生全程亲切询问病情，有问必答。
5,上海市第十人民医院,非常棒的医生，病人的福星。
5,上海市第十人民医院,经验丰富，十分敬业，热情亲切是个好医生。
5,上海市第十人民医院,配药
5,上海市第十人民医院,盛医生很好，很认真，耐心，经验丰富，告诉我注意的事项，还要按时就诊，配药第二年再吊骨折疏松针，以前要自费，现在可以医保，我很高兴。
5,上海市第十人民医院,盛医生很亲切，耐心好
5,上海市第十人民医院,非常有耐心、亲切的好医生。甲亢半年不到就控制住了。
5,上海市第十人民医院,盛主任 耐心细致 处处为病人所想 所急 妈妈的高血糖病情 在盛主任这里看了3次 现在得到了控制好转 我们全家都高兴 现在 大医院 专家门诊能这么详细的和患者交流已经不多 能让患者放松心情 没有压力 有利于身体康复
5,上海市第十人民医院,非常好
5,上海市第十人民医院,认真，负责
5,上海市第十人民医院,盛主任每天在查房时都要细心询问有什么不适检查病情的情况，很是仔细的讲解我的病因，让我认识到这病，我很感动并感谢他
5,上海市第十人民医院,李医生亲切，专业，经验丰富，在和她聊病情的过程，好像病减轻了不少。
5,上海市第十人民医院,医生和蔼热情，诊断专业
3,上海市第十人民医院,没医德；什么药贵给开什么药；也不说注意事项；具体如何！
5,上海市第十人民医院,这个给医生的评论写的是自己真实的就医感受。杨篷医生是我在疫情特殊时期因为其他病症住院偶然遇到的，我记住了她，后来就一直挂她的专家号。糖尿病真的是“万病之源”，也因为如此杨篷医生在制定治疗措施中考虑了其他种种病症可能会引起的不良反应，结合个体 [详细]
5,上海市第十人民医院,非常棒的医生，值得信赖。
5,上海市第十人民医院,很好
1,上海市第十人民医院,除了开方子去检查，挂号2次讲话一共就1分钟结果出来为什么高，有什么可能注意什么，都没用，又让去挂其他科
5,上海市第十人民医院,简单询问，速度挺快的。态度还蛮好。
5,上海市第十人民医院,复诊，继续。。。。。
5,上海市第十人民医院,我是来帮我弟弟咨询的，医生态度很好，非常有耐心，解说的很仔细。是位很好的医生！
5,上海市第十人民医院,今天受上海发布一条有关医疗的消息触动，“排3小时队、看5分钟病”。这是官方说法，实际也如此，每次看医生谁不希望医患之间能多点时间倾听交流，医生专业能力出色又足够重视患者感受。庆幸自己就遇到这样一位医生，杨篷医生。
5,上海市第十人民医院,正在治疗，效果明显。
5,上海市第十人民医院,经验丰富
5,上海市第十人民医院,吴主任是经验丰富的好医生
5,上海市第十人民医院,非常好的一位医生，是我遇到最热情又耐心的一位工作人员，敬业，不得不说人间自有好人！
5,上海市第十人民医院,确诊多年，血糖一直有波动，在盛医生这换了药和剂量，血糖回归正常了。
5,上海市第十人民医院,问诊详细，态度好，，
5,上海市第十人民医院,糖尿病初诊，医生医术专业，亲切和气
5,上海市第十人民医院,很好
5,上海市第十人民医院,比较耐心，详细的解答问题
5,上海市第十人民医院,李医生细致询问了我妈的相关情况，耐心解答了我们所有的问题，最后给出了详尽的用药调整以及饮食方案。这样不厌其烦的医生医德没话讲！下次继续约她。
5,上海市第十人民医院,等待复诊
5,上海市第十人民医院,盛医生好医生，热情，我很满意。
5,上海市第十人民医院,耐心，仔细。
5,上海市第十人民医院,好医生
5,上海市第十人民医院,盛医生非常好，态度好，了解清楚病情后果断用药，经验丰富，谢谢！
5,上海市第十人民医院,医生非常和蔼也很耐心
5,上海市第十人民医院,盛医生真的非常忙碌，挂她的号的人最多。
